title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
Seq2Event: learning the language of soccer using transformer-based match event prediction,Ian Simpson,https://eprints.soton.ac.uk/458099/1/KDD22_paper_CReady_v20220606.pdf,8,https://github.com/statsonthecloud/Soccer-SEQ2Event,github.com/statsonthecloud/Soccer-SEQ,statsonthecloud/Soccer-SEQ2Event
Ewya: an interoperable fog computing infrastructure with RDF stream processing,Boon Lin Eugene Siow,https://eprints.soton.ac.uk/412749/1/eywa.pdf,7,https://github.com/eugenesiow/sparql2sql/wiki/S2SML,github.com/eugenesiow/sparql,eugenesiow/sparql2fed
Ewya: an interoperable fog computing infrastructure with RDF stream processing,Boon Lin Eugene Siow,https://eprints.soton.ac.uk/412749/1/eywa.pdf,8,https://github.com/eugenesiow/Benchmark/wiki/Q05,github.com/eugenesiow/Benchmark,eugenesiow/Benchmark
Interoperable &amp; efficient: linked data for the internet of things,Eugene Siow,https://eprints.soton.ac.uk/397474/1/interoperable%2526efficient.pdf,2,https://github.com/eugenesiow/iotdevices/releases/download/data/dweet_release.zip,github.com/eugenesiow/iotdevices,eugenesiow/iotdevices
Interoperable &amp; efficient: linked data for the internet of things,Eugene Siow,https://eprints.soton.ac.uk/397474/1/interoperable%2526efficient.pdf,7,https://github.com/eugenesiow/sparql2sql,github.com/eugenesiow/sparql,eugenesiow/sparql2fed
Interoperable &amp; efficient: linked data for the internet of things,Eugene Siow,https://eprints.soton.ac.uk/397474/1/interoperable%2526efficient.pdf,9,https://github.com/eugenesiow/lsd-ETL,github.com/eugenesiow/lsd-ETL,eugenesiow/lsd-ETL
Interoperable &amp; efficient: linked data for the internet of things,Eugene Siow,https://eprints.soton.ac.uk/397474/1/interoperable%2526efficient.pdf,9,https://github.com/eugenesiow/ldanalytics-PiSmartHome/wiki/,github.com/eugenesiow/ldanalytics-PiSmartHome,eugenesiow/ldanalytics-PiSmartHome
PIOTRe: Personal Internet of Things Repository,Eugene Siow,https://eprints.soton.ac.uk/399327/1/piotre.pdf,0,https://github.com/eugenesiow/piotre,github.com/eugenesiow/piotre,eugenesiow/piotre
PIOTRe: Personal Internet of Things Repository,Eugene Siow,https://eprints.soton.ac.uk/399327/1/piotre.pdf,2,https://github.com/eugenesiow/iotwo,github.com/eugenesiow/iotwo,eugenesiow/iotwo
PIOTRe: Personal Internet of Things Repository,Eugene Siow,https://eprints.soton.ac.uk/399327/1/piotre.pdf,2,https://github.com/eugenesiow/ldanalytics-PiSmartHome,github.com/eugenesiow/ldanalytics-PiSmartHome,eugenesiow/ldanalytics-PiSmartHome
PIOTRe: Personal Internet of Things Repository,Eugene Siow,https://eprints.soton.ac.uk/399327/1/piotre.pdf,2,https://github.com/eugenesiow/uniote-broker,github.com/eugenesiow/uniote-broker,eugenesiow/uniote-broker
SPARQL-to-SQL on internet of things databases and streams,Eugene Siow,https://eprints.soton.ac.uk/397863/1/sparql2sql.pdf,2,https://github.com/eugenesiow/iotdevices/releases/download/data/dweet_release.zip,github.com/eugenesiow/iotdevices,eugenesiow/iotdevices
SPARQL-to-SQL on internet of things databases and streams,Eugene Siow,https://eprints.soton.ac.uk/397863/1/sparql2sql.pdf,7,https://github.com/eugenesiow/sparql2sql/wiki/Q06,github.com/eugenesiow/sparql,eugenesiow/sparql2fed
SPARQL-to-SQL on internet of things databases and streams,Eugene Siow,https://eprints.soton.ac.uk/397863/1/sparql2sql.pdf,9,https://github.com/eugenesiow/ldanalytics-PiSmartHome/wiki/,github.com/eugenesiow/ldanalytics-PiSmartHome,eugenesiow/ldanalytics-PiSmartHome
SPARQL-to-SQL on internet of things databases and streams,Eugene Siow,https://eprints.soton.ac.uk/397863/1/sparql2sql.pdf,12,https://github.com/eugenesiow/cqels,github.com/eugenesiow/cqels,eugenesiow/cqels
BeSEPPI: Semantic-based benchmarking of property path implementations,Adrian Skubella,https://eprints.soton.ac.uk/429356/1/paper_22_camera_ready.pdf,10,https://github.com/Institute-Web-Science-and-Technologies/BeSEPPI/tree/master/results,github.com/Institute-Web-Science-and-Technologies/BeSEPPI,Institute-Web-Science-and-Technologies/BeSEPPI
Behaviour-driven formal model development,Colin Snook,https://eprints.soton.ac.uk/422289/2/ICFEM2018.pdf,14,https://github.com/tofische/cucumber-event-b.,github.com/tofische/cucumber-event-b,tofische/cucumber-event-b
Weight fixing networks,Christopher Subia-Waud,https://eprints.soton.ac.uk/472693/1/Weight_Fixing_Networks.pdf,11,"https://github.com/kuangliu/pytorch-cifar,",github.com/kuangliu/pytorch-cifar,kuangliu/pytorch-cifar
Weight fixing networks,Christopher Subia-Waud,https://eprints.soton.ac.uk/472693/1/Weight_Fixing_Networks.pdf,12,https://github.com/hustzxd/LSQuantization.,github.com/hustzxd/LSQuantization,hustzxd/LSQuantization
Novel psychoactive substances on the Web,Lisa Sugiura,https://eprints.soton.ac.uk/365745/1/__soton.ac.uk_ude_PersonalFiles_Users_ls3e10_mydocuments_LEGAL%2520HIGHS_Draft%2520white%2520paper%2520Novel%2520psychoactive%2520substances%2520on%2520the%2520Web.pdf,9,https://github.com/thinkroth/Sentimental,github.com/thinkroth/Sentimental,thinkroth/Sentimental
OpenLimb: an open source transtibial residual limb model for Simulation and design,Fiona Elizabeth Sunderland,https://eprints.soton.ac.uk/474951/1/2022_10_OpenLimb_Abstract_Accepted.pdf,1,"https://github.com/abel-research/openlimb,",github.com/abel-research/openlimb,abel-research/openlimb
IDN-Sum:a new dataset for interactive digital narrative extractive text summarisation,Ashwathy T Revi,https://eprints.soton.ac.uk/470630/1/IDN_Sum_paper.pdf,1,https://github.com/AshwathyTR/IDN-Sum,github.com/AshwathyTR/IDN-Sum,AshwathyTR/IDN-Sum
IDN-Sum:a new dataset for interactive digital narrative extractive text summarisation,Ashwathy T Revi,https://eprints.soton.ac.uk/470630/1/IDN_Sum_paper.pdf,1,https://github.com/HHousen/TransformerSum,github.com/HHousen/TransformerSum,HHousen/TransformerSum
IDN-Sum:a new dataset for interactive digital narrative extractive text summarisation,Ashwathy T Revi,https://eprints.soton.ac.uk/470630/1/IDN_Sum_paper.pdf,3,https://github.com/hpzhao/SummaRuNNer,github.com/hpzhao/SummaRuNNer,hpzhao/SummaRuNNer
Sharing databases on the Web with Porter Proxy,Xin Wang,https://eprints.soton.ac.uk/412204/1/p1673_wang.pdf,2,https://github.com/mongodb/speciﬁcations/blob/,github.com/mongodb/specifications,mongodb/specifications
ASPG: generating OLAP queries for SPARQL benchmarking,Xin Wang,https://eprints.soton.ac.uk/393792/1/main.pdf,1,https://github.com/xgfd/ASPG.,github.com/xgfd/ASPG,xgfd/ASPG
Reliable mapping and partitioning of performance-constrained OpenCL Applications on CPU-GPU MPSoCs,Eduardo Weber Wachter,https://eprints.soton.ac.uk/414757/1/estimedia_2017.pdf,5,https://github.com/zuzuf/freeocl,github.com/zuzuf/freeocl,zuzuf/freeocl
Low-carbon comfort management for smart buildings,Jennifer Williams,https://eprints.soton.ac.uk/469419/1/IEEE_Smart_Cities_Conference_4_page_vision_paper_June_14_2.pdf,1,https://github.com/WalterZWang/AlphaBuilding-MedOffice,github.com/WalterZWang/AlphaBuilding-MedOffice,WalterZWang/AlphaBuilding-MedOffice
Privacy-Preserving Occupancy Estimation,Jennifer Williams,https://eprints.soton.ac.uk/475809/1/2023053433.pdf,2,https://github.com/speechbrain/speechbrain,github.com/speechbrain/speechbrain,speechbrain/speechbrain
Privacy-Preserving Occupancy Estimation,Jennifer Williams,https://eprints.soton.ac.uk/475809/1/2023053433.pdf,3,https://github.com/turpaultn/DESED/,github.com/turpaultn/DESED,turpaultn/DESED
Hyperbolic embedding inference for structured multi-label prediction,Bo Xiong,https://eprints.soton.ac.uk/471373/1/hyperbolic_embedding_inference.pdf,6,https://github.com/xiongbo010/HMI,github.com/xiongbo010/HMI,xiongbo010/HMI
Faithful Embeddings for EL+ + Knowledge Bases,Bo Xiong,https://eprints.soton.ac.uk/474447/1/Faithful_Embeddings_for_EL_Knowledge_Bases.pdf,13,https://github.com/bio-ontology-research-group/machine-learning-with-ontologies,github.com/bio-ontology-research-group/machine-learning-with-ontologies,bio-ontology-research-group/machine-learning-with-ontologies
Faithful Embeddings for EL+ + Knowledge Bases,Bo Xiong,https://eprints.soton.ac.uk/474447/1/Faithful_Embeddings_for_EL_Knowledge_Bases.pdf,14,https://github.com/Box-EL/BoxEL,github.com/Box-EL/BoxEL,Box-EL/BoxEL
Pseudo-Riemannian Graph Convolutional Networks,Bo Xiong,https://eprints.soton.ac.uk/471372/1/pseudo_riemannian_graph_convol.pdf,1,https://github.com/xiongbo010/QGCN,github.com/xiongbo010/QGCN,xiongbo010/QGCN
Pseudo-Riemannian Graph Convolutional Networks,Bo Xiong,https://eprints.soton.ac.uk/471372/1/pseudo_riemannian_graph_convol.pdf,17,https://github.com/geoopt/geoopt,github.com/geoopt/geoopt,geoopt/geoopt
Pseudo-Riemannian Graph Convolutional Networks,Bo Xiong,https://eprints.soton.ac.uk/471372/1/pseudo_riemannian_graph_convol.pdf,17,"https://github.com/HazyResearch/hgcn,",github.com/HazyResearch/hgcn,HazyResearch/hgcn
Pseudo-Riemannian Graph Convolutional Networks,Bo Xiong,https://eprints.soton.ac.uk/471372/1/pseudo_riemannian_graph_convol.pdf,17,https://github.com/CheriseZhu/GIL,github.com/CheriseZhu/GIL,CheriseZhu/GIL
Pseudo-Riemannian Graph Convolutional Networks,Bo Xiong,https://eprints.soton.ac.uk/471372/1/pseudo_riemannian_graph_convol.pdf,17,https://github.com/fal025/producthgcn,github.com/fal025/producthgcn,fal025/product_hgcn
FSPool: Learning set representations with featurewise sort pooling,Yan Zhang,https://eprints.soton.ac.uk/434824/1/paper.pdf,11,https://github.com/mesnico/RelationNetworks-CLEVR.,github.com/mesnico/RelationNetworks-CLEVR,mesnico/RelationNetworks-CLEVR
Engineering AI Tools for Systematic and Scalable Quality Assessment in Magnetic Resonance Imaging,Yukai Zou,https://eprints.soton.ac.uk/453912/1/2112.01629.pdf,4,https://github.com/open-dicom/dicom_parser.,github.com/open-dicom/dicom_parser,open-dicom/dicom_parser
