title,author_for_reference,pdf_url,page_no,domain_url,pattern_cleaned_url,github_user_cleaned_url
"First Sagittarius A* Event Horizon Telescope Results. IV. Variability, Morphology, and Black Hole Mass",Kazunori Akiyama,https://clok.uclan.ac.uk/41965/1/pdf.pdf,21,https://github.com/robertfeldt/BlackBoxOptim.jl,github.com/robertfeldt/BlackBoxOptim,robertfeldt/BlackBoxOptim.jl
First Sagittarius A* Event Horizon Telescope Results. V. Testing Astrophysical Models of the Galactic Center Black Hole,Kazunori Akiyama,https://clok.uclan.ac.uk/41967/1/pdf.pdf,9,https://github.com/ptiede/EHTGRMHDCal.,github.com/ptiede/EHTGRMHDCal,ptiede/EHTGRMHDCal
Millimeter Light Curves of Sagittarius A* Observed during the 2017 Event Horizon Telescope Campaign,Boris Georgiev,https://clok.uclan.ac.uk/42161/1/42161.pdf,22,https://github.com/JuliaGaussianProcesses/Stheno.jl,github.com/JuliaGaussianProcesses/Stheno,JuliaGaussianProcesses/Stheno.jl
"Categories of Intimate Partner Violence and Abuse Among Young Women and Men: Latent Class Analysis of Psychological, Physical, and Sexual Victimization and Perpetration in a UK Birth Cohort",Annie Herbert,https://clok.uclan.ac.uk/42007/1/42007.pdf,8,https://github.com/pachucasunrise/IPVA_categories.,github.com/pachucasunrise/IPVA_categories,pachucasunrise/IPVA_categories
Correlated orientations of the axes of large quasar groups on Gpc scales,Tracey Friday,https://clok.uclan.ac.uk/40651/8/40651%20stac269%20published.pdf,4,https://github.com/BenjaminDoran/unidip,github.com/BenjaminDoran/unidip,BenjaminDoran/unidip
Speeding up explicit numerical evaluation methods for micromagnetic simulations using demagnetizing field polynomial extrapolation,Serban Lepadatu,https://clok.uclan.ac.uk/42230/1/Speeding_up_explicit_numerical_evaluation_methods_for_micromagnetic_simulations_using_demagnetizing_field_polynomial_extrapolation.pdf,17,https://github.com/SerbanL/Boris2.,github.com/SerbanL/Boris,SerbanL/Boris2
Evaluation of 3D Vulnerable Objects’ Detection Using a Multi-Sensors System for Autonomous Vehicles,Esraa Khatab,https://clok.uclan.ac.uk/40766/1/sensors-22-01663.pdf,13,https://github.com/pjreddie/darknet,github.com/pjreddie/darknet,pjreddie/darknet
Exploring the causal role of intimate partner violence and abuse on depressive symptoms in young adults: a population-based cohort study,Annie Herbert,https://clok.uclan.ac.uk/40399/1/12916_2021_Article_2182.pdf,3,https://github.com/pachucasunrise/IPVA_depression.,github.com/pachucasunrise/IPVA_depression,pachucasunrise/IPVA_depression
Could the Magnetic Star HD 135348 Possess a Rigidly Rotating Magnetosphere?,Rahul Jayaraman,https://clok.uclan.ac.uk/40245/9/40245%20Jayaraman_2022_ApJL_924_L10.pdf,3,https://github.com/saltastro/polsalt,github.com/saltastro/polsalt,saltastro/polsalt
A high-resolution picture of kinship practices in an Early Neolithic tomb,Chris Fowler,https://clok.uclan.ac.uk/40323/1/40323%20Fowler%20et%20al%202021%20pre-publication%20proofs%20%281%29.pdf,11,"https://github.com/DReichLab/ADNA-Tools,",github.com/DReichLab/ADNA-Tools,DReichLab/ADNA-Tools
A high-resolution picture of kinship practices in an Early Neolithic tomb,Chris Fowler,https://clok.uclan.ac.uk/40323/1/40323%20Fowler%20et%20al%202021%20pre-publication%20proofs%20%281%29.pdf,11,https://github.com/DReichLab/adna-workflow).,github.com/DReichLab/adna-workflow,DReichLab/adna-workflow
Micromagnetic Monte Carlo method with variable magnetization length based on the Landau–Lifshitz–Bloch equation for computation of large-scale thermodynamic equilibrium states,Serban Lepadatu,https://clok.uclan.ac.uk/39692/8/39692%205.0059745.pdf,14,https://github.com/SerbanL/Boris2,github.com/SerbanL/Boris,SerbanL/Boris2
Event Horizon Telescope observations of the jet launching and collimation in Centaurus A,Michael Janssen,https://clok.uclan.ac.uk/39552/5/39552%20s41550-021-01417-w.pdf,9,https://github.com/achael/eht-imaging.,github.com/achael/eht-imaging,achael/eht-imaging
"An extension of the MILES library with derived Teff, log  g, [Fe/H], and [α/Fe]",A.E. García Pérez,https://clok.uclan.ac.uk/36674/8/36674%20stab076%20published.pdf,4,https://github.com/callendeprieto/ferre,github.com/callendeprieto/ferre,callendeprieto/ferre
Multiscale 'whole-cell' models to study neural information processing - new insights from fly photoreceptor studies,Zhuoyi Song,https://clok.uclan.ac.uk/37418/2/37418%201-s2.0-S0165027021000911-main.pdf,18,https://github.com/JuusolaLab/Microsaccadic_Sampling_Paper/tree/master/BiophysicalPhotoreceptorMo,github.com/JuusolaLab/Microsaccadic_Sampling_Paper,JuusolaLab/Microsaccadic_Sampling_Paper
sMILES: A Library of Semi-Empirical MILES Stellar Spectra with Variable [α/Fe] Abundances,Adam T Knowles,https://clok.uclan.ac.uk/37462/9/37462%20stab1001.pdf,10,https://github.com/callendeprieto/ferre.,github.com/callendeprieto/ferre,callendeprieto/ferre
Composite Bulges – II. Classical Bulges and Nuclear Discs in Barred Galaxies: The Contrasting Cases of NGC 4608 and NGC 4643,Peter Erwin,https://clok.uclan.ac.uk/36485/8/36485%20stab126%20published.pdf,7,https://github.com/gbrammer/grizli.,github.com/gbrammer/grizli,gbrammer/grizli
Composite Bulges – II. Classical Bulges and Nuclear Discs in Barred Galaxies: The Contrasting Cases of NGC 4608 and NGC 4643,Peter Erwin,https://clok.uclan.ac.uk/36485/8/36485%20stab126%20published.pdf,27,https://github.com/perwin/imﬁt).,github.com/perwin/imfit,perwin/imfit
First M87 Event Horizon Telescope Results. VII. Polarization of the Ring,Kazunori Akiyama,https://clok.uclan.ac.uk/37238/1/pdf.pdf,8,https://github.com/achael/eht-imaging,github.com/achael/eht-imaging,achael/eht-imaging
The COMBS Survey II: Distinguishing the Metal-Poor Bulge from the Halo Interlopers*,Madeline Lucey,https://clok.uclan.ac.uk/36414/9/36414%20stab003%20published.pdf,8,http://github.com/jobovy/galpy,github.com/jobovy/galpy,jobovy/galpy
Boris computational spintronics—High performance multi-mesh magnetic and spin transport modeling software,Serban Lepadatu,https://clok.uclan.ac.uk/36281/1/36281%205.0024382.pdf,18,https://github.com/SerbanL/Boris2,github.com/SerbanL/Boris,SerbanL/Boris2
Monitoring the Morphology of M87* in 2009–2017 with the Event Horizon Telescope,Maciek Wielgus,https://clok.uclan.ac.uk/34942/1/34942%20Wielgus_2020_ApJ_901_67.pdf,8,https://github.com/liamedeiros/ehtplot,github.com/liamedeiros/ehtplot,liamedeiros/ehtplot
Genetic analysis of endometriosis and depression identifies shared loci and implicates causal links with gastric mucosa abnormality,Emmanuel O Adewuyi,https://clok.uclan.ac.uk/35041/1/35041%20Adewuyi_etal_2020_manuscript-revised%20AAM.pdf,10,https://github.com/bulik/ldsc),github.com/bulik/ldsc,bulik/ldsc
Emergence of transient domain wall skyrmions after ultrafast demagnetization,Serban Lepadatu,https://clok.uclan.ac.uk/34759/1/10.1103%40PhysRevB.102.094402.pdf,12,https://github.com/SerbanL/Boris2.,github.com/SerbanL/Boris,SerbanL/Boris2
Osmolality as a Novel Mechanism Explaining Diet Effects on the Outcome of Infection with a Blood Parasite,Kenneth Wilson,https://clok.uclan.ac.uk/33756/1/33756%20PIIS0960982220305741.pdf,10,https://github.com/NCAR/Fields.,github.com/NCAR/Fields,NCAR/Fields
"Can whole building energy models outperform numerical models, when forecasting performance of indirect evaporative cooling systems?",Ali Badiei,https://clok.uclan.ac.uk/38809/1/Badiei%20et%20al.%20Manuscript%20-%20UnMarked.pdf,36,https://github.com/NREL/EnergyPlus/releases/tag/v9.0.1.,github.com/NREL/EnergyPlus,NREL/EnergyPlus
Metallicity Estimation of Core-Collapse Supernova Environments within 30 Mpc,Rudi Ganss,https://clok.uclan.ac.uk/34658/1/34658%20Ganss%2C%20Rudi%2C%20MSc%20Thesis.pdf,91,https://github.com/cdowd/twosamples,github.com/cdowd/twosamples,cdowd/twosamples
COBRaS: The e-MERLIN 21cm Legacy survey of Cygnus OB2,J.C. Morford,https://clok.uclan.ac.uk/31498/1/31498%20aa31379-17.pdf,3,https://github.com/jackmorford/SPPlot,github.com/jackmorford/SPPlot,jackmorford/SPPlot
COBRaS: The e-MERLIN 21cm Legacy survey of Cygnus OB2,J.C. Morford,https://clok.uclan.ac.uk/31498/1/31498%20aa31379-17.pdf,6,https://github.com/daniellefenech/SEAC,github.com/daniellefenech/SEAC,daniellefenech/SEAC
Multiplayer game backends: A Comparison of commodity cloud-based approaches,Nicos Kasenides,https://clok.uclan.ac.uk/31710/1/Multiplayer_game_backends__A_Comparison_of_commodity_cloud_based_approaches.pdf,14,https://github.com/objectify/objectify,github.com/objectify/objectify,objectify/objectify
Shared Molecular Genetic Mechanisms Underlie Endometriosis and Migraine Comorbidity,Emmanuel O. Adewuyi,https://clok.uclan.ac.uk/31881/1/genes-11-00268.pdf,5,https://github.com/bulik/ldsc).,github.com/bulik/ldsc,bulik/ldsc
Efficient computation of demagnetizing fields for magnetic multilayers using multilayered convolution,Serban Lepadatu,https://clok.uclan.ac.uk/29698/1/1.5116754.pdf,9,https://github.com/SerbanL/Boris2,github.com/SerbanL/Boris,SerbanL/Boris2
An MDD-based method for building context-aware applications with high reusability,Nearchos Paspallis,https://clok.uclan.ac.uk/28633/1/paspallis_jsep2018.pdf,8,https://github.com/nearchos/music-mdd,github.com/nearchos/music-mdd,nearchos/music-mdd
Reading characters in voices: Ratings of personality characteristics from voices predict proneness to auditory verbal hallucinations,Kaja Julia Mitrenga,https://clok.uclan.ac.uk/29448/1/pone.0221127.pdf,5,https://github.com/jiaaro/pydub).,github.com/jiaaro/pydub,jiaaro/pydub
A numerical study of the gravitational instability in protostellar discs,Anthony Paul Mercer,https://clok.uclan.ac.uk/29716/1/29716%20Mercer%20Anthony%20Final%20e-Thesis%20%28Master%20Copy%29.pdf,92,https://github.com/dhubber/seren,github.com/dhubber/seren,dhubber/seren
Submillimeter Polarization Spectrum of the Carina Nebula,Jamil A. Shariff,https://clok.uclan.ac.uk/27827/1/27827%20pdf.pdf,4,https://github.com/tskisner/TOAST,github.com/tskisner/TOAST,tskisner/TOAST
ALMA observations of massive molecular gas reservoirs in dusty early-type galaxies,Anne E Sansom,https://clok.uclan.ac.uk/24892/7/24892%20sty3021%20published%20version.pdf,4,https://github.com/TimothyADavis/makeplots,github.com/TimothyADavis/makeplots,TimothyADavis/makeplots
A human gut bacterial genome and culture collection for improved metagenomic analyses,Samuel C. Forster,https://clok.uclan.ac.uk/34076/1/34076%20s41587-018-0009-7.pdf,8,https://github.com/tseemann/VelvetOptimiser).,github.com/tseemann/VelvetOptimiser,tseemann/VelvetOptimiser
Molecular Fingerprint-Derived Similarity Measures for Toxicological Read-Across: Recommendations for Optimal Use,Claire Mellor,https://clok.uclan.ac.uk/24855/1/24855%20Similarity-Based%2520Read%2520Across%2520Revision%2520Clean%252016%2520Nov%252018%2520for%2520symplectic%2520%2528003%2529.pdf,7,https://github.com/rdkit/rdkit-,github.com/rdkit/rdkit-,rdkit/rdkit
Molecular Fingerprint-Derived Similarity Measures for Toxicological Read-Across: Recommendations for Optimal Use,Claire Mellor,https://clok.uclan.ac.uk/24855/1/24855%20Similarity-Based%2520Read%2520Across%2520Revision%2520Clean%252016%2520Nov%252018%2520for%2520symplectic%2520%2528003%2529.pdf,8,https://github.com/rdkit/rdkit-orig/blob/master/rdkit/Chem/MACCSkeys.py).,github.com/rdkit/rdkit-orig,rdkit/rdkit-orig
"Serotonergic modulation of the ventral pallidum by 5HT1A, 5HT5A, 5HT7 AND 5HT2C receptors",Martin Clark,https://clok.uclan.ac.uk/28759/1/BNA_conference_abstract_monday_pm115.pdf,22,https://github.com/SheffieldML/GPy),github.com/SheffieldML/GPy,SheffieldML/GPy
"JINGLE, a JCMT legacy survey of dust and gas for galaxy evolution studies: I. Survey overview and first results",Amélie Saintonge,https://clok.uclan.ac.uk/24310/7/24310%20sty2499%20published%20version.pdf,6,https://github.com/Stargrazer82301/CAAPR.,github.com/Stargrazer82301/CAAPR,Stargrazer82301/CAAPR
A password generator tool to increase users’ awareness on bad password construction strategies,Pieris Tsokkis,https://clok.uclan.ac.uk/22806/1/isncc_paper_2018_v2%20CR.pdf,4,https://github.com/Mebus/cupp.,github.com/Mebus/cupp,Mebus/cupp
30th International Conference on Condition Monitoring and Diagnostic Engineering Management (COMADEM 2017),Ian Sherrington,https://clok.uclan.ac.uk/24444/1/COMADEM%202017%20Conference%20Proceedings%20with%20cover%20%28August%202018%29.pdf,241,"https://github.com/DhruvKalaria/MQTTKafkaBridge,",github.com/DhruvKalaria/MQTTKafkaBridge,DhruvKalaria/MQTTKafkaBridge
30th International Conference on Condition Monitoring and Diagnostic Engineering Management (COMADEM 2017),Ian Sherrington,https://clok.uclan.ac.uk/24444/1/COMADEM%202017%20Conference%20Proceedings%20with%20cover%20%28August%202018%29.pdf,241,"https://github.com/iotresearcher/mqtt-kafka-bridge,",github.com/iotresearcher/mqtt-kafka-bridge,iotresearcher/mqtt-kafka-bridge
Weld Defect Detection using Ultrasonic Phased Arrays,Bryan Cassels,https://clok.uclan.ac.uk/29163/1/29163%20Cassels%20Bryan%20Final%20e-Thesis%20%28Master%20Copy%29.pdf,290,http://github.com/cvxr/TFOCS/releases.,github.com/cvxr/TFOCS,cvxr/TFOCS
Weld Defect Detection using Ultrasonic Phased Arrays,Bryan Cassels,https://clok.uclan.ac.uk/29163/1/29163%20Cassels%20Bryan%20Final%20e-Thesis%20%28Master%20Copy%29.pdf,290,http://github.com/dlaptev/RobustPCA.,github.com/dlaptev/RobustPCA,dlaptev/RobustPCA
Chemically Dissected Rotation Curves of the Galactic Bulge from Main-sequence Proper Motions,William Clarkson,https://clok.uclan.ac.uk/28144/1/28144%20pdf.pdf,35,https://github.com/willclarkson/bastiTest.,github.com/willclarkson/bastiTest,willclarkson/bastiTest
First Observation of the Submillimeter Polarization Spectrum in a Translucent Molecular Cloud,Peter C. Ashton,https://clok.uclan.ac.uk/28146/1/28146%20pdf.pdf,5,https://github.com/williamsmj/mpﬁtexy,github.com/williamsmj/mpfitexy,williamsmj/mpfitexy
Clinical applications of infrared and Raman spectroscopy: state of play and future challenges,Matthew J. Baker,https://clok.uclan.ac.uk/21847/1/21847%20Clinical%20Applications%20of%20Infrared%20and%20Raman%20Spectroscopy%20Revised2.pdf,36,"https://github.com/markotoplak/orange-infrared,",github.com/markotoplak/orange-infrared,markotoplak/orange-infrared
Beta Dips in the Gaia Era: Simulation Predictions of the Galactic Velocity Anisotropy Parameter (β) for Stellar Halos,Sarah R. Loebman,https://clok.uclan.ac.uk/22887/1/22887.pdf,9,https://github.com/agabrown/PyGaia,github.com/agabrown/PyGaia,agabrown/PyGaia
An ALMA view of star formation efficiency suppression in early-type galaxies after gas-rich minor mergers,Freeke van de Voort,https://clok.uclan.ac.uk/21773/1/21773%20sty228.pdf,7,https://github.com/TimothyADavis/KinMS,github.com/TimothyADavis/KinMS,TimothyADavis/KinMS
Galaxy And Mass Assembly (GAMA): The mechanisms for quiescent galaxy formation at z < 1,K. Rowlands,https://clok.uclan.ac.uk/21449/1/21449%20stx1903.pdf,10,https://github.com/moustakas/impro,github.com/moustakas/impro,moustakas/impro
Ray-tracing 3D dust radiative transfer with DART-Ray: code upgrade and public release,Giovanni Natale,https://clok.uclan.ac.uk/20955/1/aa31757-17.pdf,2,https://github.com/gnatale/DART-Ray,github.com/gnatale/DART-Ray,gnatale/DART-Ray
"Characterization of Mobile Web Quality of Experience using a non-intrusive, context-aware, mobile-to-cloud system approach",Elias Allayiotis,https://clok.uclan.ac.uk/20734/1/20734%20Allayiotis%20Elias%20Final%20e-Thesis%20%28Master%20Copy%29.pdf,58,https://github.com/emotionsense/SensorDataManager,github.com/emotionsense/SensorDataManager,emotionsense/SensorDataManager
"Characterization of Mobile Web Quality of Experience using a non-intrusive, context-aware, mobile-to-cloud system approach",Elias Allayiotis,https://clok.uclan.ac.uk/20734/1/20734%20Allayiotis%20Elias%20Final%20e-Thesis%20%28Master%20Copy%29.pdf,58,https://github.com/pwittchen/NetworkEvents/,github.com/pwittchen/NetworkEvents,pwittchen/NetworkEvents
A seven-planet resonant chain in TRAPPIST-1,Rodrigo Luger,https://clok.uclan.ac.uk/18370/1/1703.04166.pdf,32,https://github.com/rodluger/trappist1.,github.com/rodluger/trappist,rodluger/trappist1
Detecting nutrient deficiency in plant systems using synchrotron Fourier-transform infrared microspectroscopy,Holly J. Butler,https://clok.uclan.ac.uk/17390/1/17390_martin.pdf,9,https://github.com/trevisanj/irootlab),github.com/trevisanj/irootlab,trevisanj/irootlab
An Open Platform for Studying and Testing Context-Aware Indoor Positioning Algorithms,Nearchos Paspallis,https://clok.uclan.ac.uk/17845/1/paspallis2016_LNSIO.pdf,12,https://github.com/nearchos/CAIPS.,github.com/nearchos/CAIPS,nearchos/CAIPS
Spatial and kinematic segregation in star-cluster merger remnants,David R. Cole,https://clok.uclan.ac.uk/16875/1/stw3325.pdf,14,https://github.com/pynbody/pynbody),github.com/pynbody/pynbody,pynbody/pynbody
Seven temperate terrestrial planets around the nearby ultracool dwarf star TRAPPIST-1,Michaël Gillon,https://clok.uclan.ac.uk/17221/1/17221%20TRAPPIST-1_AAM.pdf,15,"https://github.com/kdeck/TTVFast,",github.com/kdeck/TTVFast,kdeck/TTVFast
Seven temperate terrestrial planets around the nearby ultracool dwarf star TRAPPIST-1,Michaël Gillon,https://clok.uclan.ac.uk/17221/1/17221%20TRAPPIST-1_AAM.pdf,15,"https://github.com/ericagol/TTVFaster,",github.com/ericagol/TTVFaster,ericagol/TTVFaster
Seven temperate terrestrial planets around the nearby ultracool dwarf star TRAPPIST-1,Michaël Gillon,https://clok.uclan.ac.uk/17221/1/17221%20TRAPPIST-1_AAM.pdf,15,https://github.com/smirik/mercury.,github.com/smirik/mercury,smirik/mercury
"Catch Per Unit Research Effort: Sampling Intensity, Chronological Uncertainty, and the Onset of Marine Fish Consumption in Historic London",David Orton,https://clok.uclan.ac.uk/16946/3/29-435-1-PB.pdf,8,https://github.com/davidcorton/archSeries.,github.com/davidcorton/archSeries,davidcorton/archSeries
ORCID EPrints Implementation Survey Analysis,Helen Cooper,https://clok.uclan.ac.uk/15668/1/15668_ORCID_Eprints_Implementation_Survey_Analysis_final.pdf,0,https://github.com/eprintsug/loginViaOrcid,github.com/eprintsug/loginViaOrcid,eprintsug/loginViaOrcid
ORCID EPrints Implementation Survey Analysis,Helen Cooper,https://clok.uclan.ac.uk/15668/1/15668_ORCID_Eprints_Implementation_Survey_Analysis_final.pdf,0,https://github.com/eprintsug/orcidt2,github.com/eprintsug/orcidt,eprintsug/orcidt2
Resolve and eco: the halo mass-dependent shape of galaxy stellar and baryonic mass functions,KD Eckert,https://clok.uclan.ac.uk/15619/1/1604.03957v1.pdf,8,https://github.com/keckert7/codes/.,github.com/keckert7/codes,keckert7/codes
Forward modeling of standing kink modes in coronal loops. I. Synthetic views,Ding Yuan,https://clok.uclan.ac.uk/19748/2/19748.pdf,2,https://github.com/TomVeeDee/FoMo,github.com/TomVeeDee/FoMo,TomVeeDee/FoMo
Forward modeling of standing kink modes in coronal loops. II. applications,Ding Yuan,https://clok.uclan.ac.uk/19749/1/19749.pdf,3,https://github.com/TomVeeDee/FoMo.,github.com/TomVeeDee/FoMo,TomVeeDee/FoMo
Galaxy and mass assembly: accurate panchromatic photometry from optical priors using LAMBDAR,AH Wright,https://clok.uclan.ac.uk/15109/1/MNRAS-2016-Wright-765-801.pdf,3,"https://github.com/AngusWright/LAMBDAR),",github.com/AngusWright/LAMBDAR,AngusWright/LAMBDAR
Galaxy and mass assembly: accurate panchromatic photometry from optical priors using LAMBDAR,AH Wright,https://clok.uclan.ac.uk/15109/1/MNRAS-2016-Wright-765-801.pdf,26,https://github.com/asgr/hyper.ﬁt,github.com/asgr/hyper,asgr/hyper.fit
Managing big data experiments on smartphones,Georgios Larkou,https://clok.uclan.ac.uk/13050/1/13050_andreou.pdf,9,https://github.com/kanaka/websockify/,github.com/kanaka/websockify,kanaka/websockify
