title,date,author_for_reference,pdf_url
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/3/lightbox.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/4/preview.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/5/medium.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/6/small.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/7/18-19%20copy%202.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/8/lightbox.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/9/preview.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/10/medium.jpg
"Trevor Paglen, From “Apple” to “Anomaly” (Pictures and Labels)",2019-10-10,Tim Clark,https://repository.falmouth.ac.uk/4003/11/small.jpg
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/3/Big%20Pic%20Double%20Bill%20V1.pdf
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/4/lightbox.jpg
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/5/preview.jpg
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/6/medium.jpg
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/7/small.jpg
Double Feature: Speed (1994) and Paterson (2016),2019-10-06,Neil Fox,https://repository.falmouth.ac.uk/3491/8/indexcodes.txt
"Playing Plague: Disease Narrative and the Need for
Innovative Bio-Ontological Games",2019-10-05,Danielle Barrios-O'Neill,https://repository.falmouth.ac.uk/3660/1/submitted%20to_games%20and%20culture_for%20peer%20review.pdf
