title,date,author_for_reference,pdf_url
56 Gbps GeSi Franz-Keldysh modulator for silicon photonic transceivers,2018-10-01,Lorenzo Mastronardi,https://eprints.soton.ac.uk/422363/1/GeSi_Franz_Keldysh_Modulator_for_Silicon_Photonic_Transceivers_D_Photon.pdf
56 Gb/s Si/GeSi optical modulator,2018-07-29,Lorenzo Mastronardi,https://eprints.soton.ac.uk/422714/1/56_gbps_mod_cleo_et_al.docx
Self assessment system and taxpayer internal states,2013-06-10,N. Mat Udin,https://eprints.soton.ac.uk/360925/1/SAS%2520ICM%25202013.pdf
Tax disclosure and economic transition across markets,2013-10-18,N. Mat Udin,https://eprints.soton.ac.uk/360927/1/GCBER2013_84.pdf
Taxpayer assistance and assessment performance under self assessment system,2011-11-01,Noraza Mat Udin,https://eprints.soton.ac.uk/333464/1/A26.pdf
Real time eye blink noise removal from EEG signals using morphological component analysis,2013-06-04,Joseph W. Matiko,https://eprints.soton.ac.uk/358670/1/Matiko.pdf
On including quality in applied automatic gait recognition,2012-07,D. Matovski,https://eprints.soton.ac.uk/340621/1/GaitQuality.pdf
Exploration of a biologically inspired model for sound source localization in 3D space,2014-04-03,Symeon Mattes,https://eprints.soton.ac.uk/365308/1/Berlin2014.pdf
Towards a human perceptual model for 3D sound localization,2012-11-16,Symeon Mattes,https://eprints.soton.ac.uk/350752/1/RS-2012_Mattes_Nelson_Fazi_Capp.pdf
Enriching texture analysis with semantic data,2013-06-25,Tim Matthews,https://eprints.soton.ac.uk/352685/1/main.pdf
Competing with humans at fantasy football: team formation in large partially-observable domains,2012-07-22,Tim Matthews,https://eprints.soton.ac.uk/340382/1/fantasyFootball2012cr.pdf
R1-1702856 Enhanced turbo codes for URLLC,2017-02-13,Robert Maunder,https://eprints.soton.ac.uk/406418/1/Paper.pdf
"R1-1608584 Complementary turbo and LDPC codes for NR, motivated by a survey of over 100 ASICs",2016-10-10,Robert G Maunder,https://eprints.soton.ac.uk/401811/1/Paper.pdf
"R1-1608977 On the maturity of polar decoders, based on a survey of over 150 hardware implementations",2016-10-10,Robert G Maunder,https://eprints.soton.ac.uk/401810/1/Paper.pdf
R1-1612306 On the hardware implementation of channel decoders for short block lengths,2016-11,Robert G. Maunder,https://eprints.soton.ac.uk/404001/1/R1-1612306.pdf
R1-1612308 BLER performance of list decoding for enhanced turbo codes,2016-11,Robert G. Maunder,https://eprints.soton.ac.uk/404002/1/R1-1612308.pdf
R1-1613347 WF on channel codes for NR short block length eMBB data,2016-11,Robert G. Maunder,https://eprints.soton.ac.uk/404038/1/R1-1613347.pdf
R1-1610544 Observations on channel codes for NR eMBB data,2016-10,Robert G. Maunder,https://eprints.soton.ac.uk/404040/1/R1-1610544.pdf
R1-1610604 WF on channel codes for NR eMBB data,2016-10,Robert G. Maunder,https://eprints.soton.ac.uk/404039/1/R1-1610604.pdf
Innovation in the Undergraduate Microelectronics Programmes at the University of Southampton,2016-06-23,Robert G. Maunder,https://eprints.soton.ac.uk/389745/1/paper.pdf
Data-driven control: the full interconnection case,2016-07,Thabiso Maupong,https://eprints.soton.ac.uk/391950/1/MTNS2016.pdf
On Lyapunov functions and data-driven dissipativity,2017-10-18,"Thabiso, Mphoobuile Maupong",https://eprints.soton.ac.uk/410759/1/IFAC2017v2.pdf
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/1/ECCM14_Conference_Paper_MN_Mavrogordato.pdf
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/2/Expt_details_form_ma639.pdf
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/3/specimen_detailsv2_u1_e1.pdf
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/4/load_frame.jpg
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/5/test_setup_form_u1_e1.pdf
Assessment of laminate damage micromechanisms using high resolution synchrotron radiation computed tomography &amp; laminography,2010-06-07,Mark N. Mavrogordato,https://eprints.soton.ac.uk/160563/6/Researcher_profiles.docx
Information theory: learning through example,2012-09,A.R. May,https://eprints.soton.ac.uk/364408/1/6089.pdf
Inverse scattering designs of dispersion-engineered single-mode planar waveguides,2014,A.R. May,https://eprints.soton.ac.uk/363487/1/__soton.ac.uk_ude_personalfiles_users_jcn_mydesktop_ABSTRACTS_NEW_ext_uploads_6344.pdf
Inverse scattering designs of mode-selective waveguide couplers,2015,A.R. May,https://eprints.soton.ac.uk/376572/1/__soton.ac.uk_ude_personalfiles_users_jcn_mydesktop_ABSTRACTS_NEW_ext_uploads_6981_OWTNM-ARM-MNZ.pdf
Group velocity equalisation in multimode waveguides using inverse scattering designs,2014,A.R. May,https://eprints.soton.ac.uk/375860/1/6662.pdf
Slow-light enhanced second-harmonic generation using a π-phase shifted Moiré grating in a quasi-phased-matched medium,2021-06-25,Thomas Edward Maybour,https://eprints.soton.ac.uk/451815/1/2106_CLEO_EU2021_slowlight_nonlinearity_TomMaybour.pdf
Slow and stopped light in a time-dependent Moiré grating,2019-06-23,"Thomas, Edward Maybour",https://eprints.soton.ac.uk/430181/1/Tom_cleo_abstract_v4.pdf
Slow and stopped light in a time-dependent Moiré grating,2019-06-23,"Thomas, Edward Maybour",https://eprints.soton.ac.uk/430181/2/Tom_cleo_abstract_v4.docx
Slow light propagation through a Moire grating at the zero dispersion wavelength,2018-09-06,"Thomas, Edward Maybour",https://eprints.soton.ac.uk/422301/1/1809_Photon18_slow_light_TomMaybour.pdf
Multimodal Sentiment Analysis of Social Media,2013-12-10,Diana Maynard,https://eprints.soton.ac.uk/360546/1/arcomem.pdf
Modelling of switching dynamics in electrical systems,2014-07,J.C. Mayo-Maldonado,https://eprints.soton.ac.uk/367619/1/0021%25281%2529.pdf
A systematic approach to constant power load stabilization by passive damping,2015,Jonathan Mayo-Maldonado,https://eprints.soton.ac.uk/381344/1/CDCPaperCPL-final.pdf
On positive-realness and stability of switched linear differential systems,2013-12,Jonathan C. Mayo-Maldonado,https://eprints.soton.ac.uk/360957/1/CDC2.pdf
On positive-realness and stability of switched linear differential systems,2013-12,Jonathan C. Mayo-Maldonado,https://eprints.soton.ac.uk/360957/2/papercdcv4.pdf
Free surface flow and wave impact at complex solid structures,2016-09-20,Robert Mayon,https://eprints.soton.ac.uk/400928/1/400928.pdf
A Time-domain morphology and gradient based algorithm for ECG feature extraction,2012-03,Evangelos Mazomenos,https://eprints.soton.ac.uk/340407/1/paperKC-003107_mazomenos.pdf
Predictive control for an active prosthetic socket informed by FEA-based tissue damage risk estimation,2019-10-07,Florence M. Mbithi,https://eprints.soton.ac.uk/435926/1/PrePrint.pdf
Characterisation of the influence of minor elements on microstructure variations in a secondary cast aluminium piston alloy,2010-09-05,Thomas O. Mbuya,https://eprints.soton.ac.uk/188195/1/Mbuya_et_al_2010.pdf
A weak-scattering model for tone haystacking caused by sound propagation through an axisymmetric turbulent shear layer,2016-05-30,Alan McAlpine,https://eprints.soton.ac.uk/403986/1/__soton.ac.uk_UDE_PersonalFiles_Users_amca_mydocuments_My%2520Work%2520Stuff_Papers%2520%2528AMcA%2529_Turbine%2520noise_Haystacking_Haystacking%2520AIAA%25202016_Full%2520paper_Final%2520version_AIAA2016_ToneHaystacking_Final.pdf
It’s a dog’s life – the what and who of training and behaviour,2010,E. A. McBride,https://eprints.soton.ac.uk/146145/1/Anne_McBride_CABTSG_talk_trainers_%2526_behaviour_2010.doc
Ethical aspects of re-homing companion animals: results of a Companion Animal Welfare Council inquiry,2010-04,E. Anne McBride,https://eprints.soton.ac.uk/146141/1/david_final_Re-homing_abstract.doc
Optical fiber imaging for high speed plasma motion diagnostics: applied to low voltage circuit breakers,2010-05-24,J.W. McBride,https://eprints.soton.ac.uk/154817/1/AIS_paper_final_2.pdf
Studies of high current arcs using an optical fiber array based imaging system,2011-10-04,J.W. McBride,https://eprints.soton.ac.uk/358605/1/__soton.ac.uk_ude_personalfiles_users_jl1v08_mydesktop_Xian%2520Paper%2527s%2520Format%25202007_JMcB_Final.docx
Cathode root motion studies of high current arcs using an optical fiber array based imaging system,2010-11-09,J.W. McBride,https://eprints.soton.ac.uk/166315/1/2010McBride_1-4.pdf
Cathode root motion studies of high current arcs using an optical fiber array based imaging system,2010-11-09,J.W. McBride,https://eprints.soton.ac.uk/166315/2/Holm_after_review_JMcB_A.doc
A study of the motion of high current arcs in splitter plates using an arc imaging system,2016-06,J.W. McBride,https://eprints.soton.ac.uk/402403/1/__filestore.soton.ac.uk_users_gos1g13_mydesktop_ICEC%25202016%2520pp%2520175-180%252006-10%2520McBride.pdf
The influence of circuit parameters on molten metal bridge energy in a mems relay testing platform,2016,John McBride,https://eprints.soton.ac.uk/402405/1/__filestore.soton.ac.uk_users_gos1g13_mydesktop_ICEC%25202016%2520pp%2520181-186%252006-11%2520Bull.pdf
The effective resistivity of dissimilar contact materials using an automated MEMS switching test platform.,2022-10-23,John McBride,https://eprints.soton.ac.uk/474729/1/7._Holm_2022_v12_with_updated_Fig.8.pdf
The effective resistivity of dissimilar contact materials using an automated MEMS switching test platform.,2022-10-23,John McBride,https://eprints.soton.ac.uk/474729/2/indexcodes.txt
Breakdown voltage in multi walled Carbon-nanotubes during low voltage (4V) DC switching,2020,John McBride,https://eprints.soton.ac.uk/443733/1/Holm_2020_v9_after_review.pdf
The relationship between contact resistance and roughness (Sq) of a bi-layered surface using a finite element model,2020,John McBride,https://eprints.soton.ac.uk/443789/1/Holm_2020_57_v7_after_review.pdf
The contact resistance performance of gold coated carbon-nanotube surfaces under low current switching,2013-09-01,John W. McBride,https://eprints.soton.ac.uk/345832/1/%2527The_Contact_Resistance_Performance_of_Gold_Coated_Carbon-Nanotube_Surfaces_under_Low_current_Switching.pdf
Investigation of the current on the wear area of Au/Cr-Au/MWCNT contact pair,2014-11-29,John W. McBride,https://eprints.soton.ac.uk/372554/1/IS-EMD_Hong%2520Submit_V2.pdf
The Web as an Adaptive Network: Coevolution of Web Behavior and Web Structure,2011-06-14,Connor McCabe,https://eprints.soton.ac.uk/272315/1/adaptivewebnetworkswebsci11.pdf
Requirements for computer generated aerodynamic models for aircraft stability and control analysis,2012-10-04,A. McCracken,https://eprints.soton.ac.uk/351934/1/Integration-2012-xxx.pdf
Assessment of tabular models using CFD,2013-08-21,A.J. McCracken,https://eprints.soton.ac.uk/356047/1/AFM.pdf
Comparison of conventional and asymmetric aircraft configurations using CEASIOM,2010-08,C. McFarlane,https://eprints.soton.ac.uk/351809/1/AIAA-2010-8243.pdf
Fitting belief,2014-02-10,Conor McHugh,https://eprints.soton.ac.uk/367383/1/Fitting%2520Belief%2520-%2520preprint%2520for%2520eprints.pdf
Revealing the complexity of road transport with accimaps,2019,Rich C. McIlroy,https://eprints.soton.ac.uk/423149/1/Revealing_20the_20Complexity_20of_20Road_20Transport_20with_20Accimaps_20IEA_20Florence_202018.docm
Exploring periods of low predictability in daily life mobility,2012,J. McInerney,https://eprints.soton.ac.uk/339940/1/paper_extended_past2.pdf
Learning periodic human behaviour models from sparse data for crowdsourcing aid delivery in developing countries,2013-07-11,James McInerney,https://eprints.soton.ac.uk/352319/1/uai.pdf
Improving location prediction services for new users with probabilistic latent semantic analysis,2012-09-08,James McInerney,https://eprints.soton.ac.uk/342584/1/paper_lbsn.pdf
Modelling heterogeneous location habits in human populations for location prediction under data sparsity,2013-09-08,James McInerney,https://eprints.soton.ac.uk/354656/1/paper143.pdf
Analysis of threats on a VoIP based PBX honeypot,2019-03-03,Nathaniel McInnes,https://eprints.soton.ac.uk/429318/1/Analysis_of_threats_on_a_VoIP_Based_PBX_Honeypot_From_Proceedings.pdf
A Comparison of hydrogen and ammonia for future long distance shipping fuels,2020-01-29,Charles John McKinlay,https://eprints.soton.ac.uk/437555/1/C.McKinlay_A_Comparison_of_Hydrogen_and_Ammonia_for_Future_Long_Distance_Shipping_Fuels.pdf
Dynamic modelling of ammonia crackers and hydrogen pem fuel cells for shipping applications,2022-09-13,Charlie McKinlay,https://eprints.soton.ac.uk/471167/1/Dynamic_modelling_of_ammonia_crackers_and_hydrogen_PEM_fuel_cells_for_shipping_applications.pdf
Alternative shipping fuels: modelling wind-farm-to-wake emissions,2022-11-29,Charlie McKinlay,https://eprints.soton.ac.uk/474130/1/Alternative_Shipping_Fuels_Modelling_Wind_Farm_to_Wake_Emissions.pdf
Alternative shipping fuels: modelling wind-farm-to-wake emissions,2022-11-29,Charlie McKinlay,https://eprints.soton.ac.uk/474130/2/indexcodes.txt
Different ways of thinking about patients in critical care: an ethnographic study,2014-09-08,C. McLean,https://eprints.soton.ac.uk/369636/1/__soton.ac.uk_UDE_PersonalFiles_Users_cdm_mydocuments_Published%2520work_BACCN%25202014_%2520C%2520Mc.ppt
A linguistic perspective on “whole person” care: challenges for healthcare ideals and nursing identity,2013-06-04,C. McLean,https://eprints.soton.ac.uk/369637/1/__soton.ac.uk_UDE_PersonalFiles_Users_cdm_mydocuments_Published%2520work_CUmberland%2520Colloquim_Cumberland%2520Coll_Nursing%2520person.pptx
"Reflexivity, the ‘ethnographic vignette’ and the (rehabilitation of the?) research interview",2010-09-23,C. McLean,https://eprints.soton.ac.uk/369640/1/__soton.ac.uk_UDE_PersonalFiles_Users_cdm_mydocuments_Published%2520work_EELC%2520presentation_2010.ppt
I don’t think we’re in Kansas anymore: developing good character through a values based curriculum,2011-09-06,C. McLean,https://eprints.soton.ac.uk/369639/1/__soton.ac.uk_UDE_PersonalFiles_Users_cdm_mydocuments_Published%2520work_NETpresentation_NOT%2520IN%2520KANSAS.pptx
"Understanding the global scientific value of industry ROV data, to quantify marine ecology and guide offshore decommissioning strategies",2018,D.L. McLean,https://eprints.soton.ac.uk/423040/1/18_Maclean_et_al_2018_OTC_28312_MS_002_.pdf
Sustainable procurement for greener logistics in the Higher Education sector,2015-09-09,F. McLeod,https://eprints.soton.ac.uk/387983/1/__soton.ac.uk_ude_PersonalFiles_Users_fnm_mydocuments_utils1_papers_LRN2015_LRN2015_postprint.pdf
Bioenergy ecosystem land-use modelling and field flux trial,2013-04,Niall McNamara,https://eprints.soton.ac.uk/363696/1/Bioenergy%2520Ecosystem%2520Land-Use%2520Modelling%2520and%2520Field%2520Flux%2520Trial.pdf
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/1/HumBox_Survey.xls
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/2/OR2011humboximpact.html
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/3/image00.png
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/4/image02.png
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/5/image03.png
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/6/image01.png
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/7/humboximpact.pdf
The Mechanisms and Impact of Encouraging Community Engagement in Teaching Repositories,2011-02-28,Patrick McSweeney,https://eprints.soton.ac.uk/272063/8/humbox_or11.pdf
Aggregated Erevnametrics: bringing together alt-metrics through Research Objects,2011-04,Patrick McSweeney,https://eprints.soton.ac.uk/272207/1/Altmetricspaper.pdf
Aggregated Erevnametrics: bringing together alt-metrics through Research Objects,2011-04,Patrick McSweeney,https://eprints.soton.ac.uk/272207/2/Altmetricspaper.html
Are active labour market programs least effective where they are most needed? The case of the British New Deal for Young People,2010-06,Duncan McVicar,https://eprints.soton.ac.uk/155529/1/AreActiveLabourMarketProgramsLeastEffective_McVicar%2526Podivinsky.pdf
The verification of a computational model of arc motion using an arc imaging system,2018,John Mcbride,https://eprints.soton.ac.uk/443707/1/GD2018_InvitedPaper_JMcB_final_v1.pdf
Volumetric erosion of a structured electrical contact surface using X-Ray Computed Tomography,2020,John Mcbride,https://eprints.soton.ac.uk/443788/1/ICEC_paper_2020_JMcB_final_v1.pdf
The in-situ wear of a hot and cold switched Au on Au coated MWCNT electrical contact for a MEMS switch application,2019-08-22,John Mcbride,https://eprints.soton.ac.uk/435993/1/Holm_2019_JMcB_paper_27.docx
"Optical metrology for the morphological characterization of surfaces: limitations, innovations, registration, and new directions",2019-11-18,John W. Mcbride,https://eprints.soton.ac.uk/436213/1/SPIE_China_2019_111890S.pdf
A combined approach to engineering and architectural education,2016-04-07,Alastair Mcdonald,https://eprints.soton.ac.uk/397653/1/__soton.ac.uk_ude_personalfiles_users_ss1q07_mydesktop_McDonald%2520A%2520%2520A%2520combined%2520approach%2520to%2520engineering%2520and%2520architcetural%2520education.pdf
Iterative Learning Mediated FES in Stroke Rehabilitation,2011,Katie Meadmore,https://eprints.soton.ac.uk/272551/1/Meadmore_et_al._IFESS_final.pdf
"Connecting people, sharing knowledge, increasing transparency: using the Land Portal to increase access to open data, share best practices and monitor women’s land rights",2013-04-10,Laura Meggiolaro,https://eprints.soton.ac.uk/349737/1/wb_landportal_final_paper.pdf
Constructing smart portfolios from data driven quantitative investment models,2014-03-27,Chetan Mehra,https://eprints.soton.ac.uk/362984/1/Mehra_etal_2014_updated_submit.pdf
Optical characterisation of germanium optical fibres,2010-08,P. Mehta,https://eprints.soton.ac.uk/340283/1/4823.pdf
Cross-phase modulation in a hydrogenated amorphous silicon optical fiber,2012,P. Mehta,https://eprints.soton.ac.uk/363554/1/5510.pdf
Effect of core size on nonlinear transmission in silicon optical fibers,2012,P. Mehta,https://eprints.soton.ac.uk/363566/1/5372.pdf
Nonlinearities in silicon optical fibers,2011-03,P. Mehta,https://eprints.soton.ac.uk/342890/1/4995.pdf
Ultrafast all-optical modulation in silicon optical fibers,2011,P. Mehta,https://eprints.soton.ac.uk/336567/1/5223.pdf
Nonlinear absorption and self-phase modulation in silicon optical fibres,2011,Priyanth Mehta,https://eprints.soton.ac.uk/341432/1/5072.pdf
Characterization on the distributed fibre optic sensors using a newly developed calibration system,2016-06-30,Ying Mei,https://eprints.soton.ac.uk/397895/1/final%2520version.pdf
Impact of restorative spaces on the wellbeing of emergency unit general practitioners in Indonesian national referral hospital,2022-10-17,Nisrina Meidiani,https://eprints.soton.ac.uk/471038/1/MC2022_Meidiani_Nisrina.pdf
"Sensitivity of bathymetry and choice of tidal constituents on tidal-stream energy resource characterization in the Gulf of California, Mexico",2019-09,Carlos Joel Mejia Olivares,https://eprints.soton.ac.uk/443180/1/1214_4778_1_DR_OK.pdf
Advanced data analytics and visualisation for the management of human perception of safety and security in urban spaces,2015-03,Panos Melas,https://eprints.soton.ac.uk/380878/1/380878.pdf
CFD-based methods for numerical modelling of scour,2011-10,G. Melling,https://eprints.soton.ac.uk/346569/1/NuTTS_Melling.doc
Reflective silicon Mach Zender modulator with Faraday rotator mirror effect for self-coherent and self-polarization-aligned transmission,2013-03,S. Menezo,https://eprints.soton.ac.uk/367678/1/OFC2013_Si_Reflective_MZM.pdf
Which ear regions contribute to identification and to gender classification?,2020-04,Di Meng,https://eprints.soton.ac.uk/439095/1/IWBF.pdf
Gender and kinship by model-based ear biometrics,2019-07-19,Di Meng,https://eprints.soton.ac.uk/433571/1/biosig19.pdf
Ultra wide-band inductive peaking VCO with cascode noise reduction,2018-05,Fanfan Meng,https://eprints.soton.ac.uk/420012/1/PID5214599.pdf
A visualization tool for eye tracking data analysis in the web,2020-06,Raphael Menges,https://eprints.soton.ac.uk/442249/1/b6c242d32cf0b83890d61f2bd535a408.pdf
Enhanced representation of web pages for usability analysis with eye tracking,2018-04-12,Raphael Menges,https://eprints.soton.ac.uk/419737/1/_accepted_ETRA_18_Menges_Tamimi_Kumar_Walber_Schaefer_Staab_Enhanced_Representation_of_Web_Pages_for_Usability_Analysis_with_Eye_Tracking.pdf
2D flow around stationary side-by-side square columns at low Reynolds number,2015-08-26,Guan Mengzhao,https://eprints.soton.ac.uk/382348/1/IWSH2015_v8.pdf
High-efficiency Bragg grating enhanced on-chip photon-number-resolving detectors,2013,Paolo Mennea,https://eprints.soton.ac.uk/366305/1/6278.pdf
Sound synthesis for general enclosures,2010-05,D. Menzies,https://eprints.soton.ac.uk/371727/1/o2_13.pdf
Parametric representation of complex sources in reflective environments,2010,Dylan Menzies,https://eprints.soton.ac.uk/371715/1/menzies10_parametricrepresentationofcomplexsourcesinreflectiveenvironments.pdf
Room correction for object-based audio,2016-11-01,Dylan Menzies,https://eprints.soton.ac.uk/406400/1/ROOM_CORRECTION_FOR_OBJECT_BASED_AUDIO.pdf
Small array reproduction method for ambisonic encodings using headtracking,2019,Dylan Menzies,https://eprints.soton.ac.uk/433138/1/paper.pdf
Implementation of dynamic panning reproduction with adaptation for head rotation,2015-11-12,Dylan Menzies,https://eprints.soton.ac.uk/384300/1/paper_menzies2.pdf
Spatial reproduction of near sources at low frequency using adaptive panning,2015-10-22,Dylan Menzies,https://eprints.soton.ac.uk/383448/1/paper.pdf
Integrated street design in high-volume junctions: the case study of London's Oxford Circus,2011-06,J. Mercieca,https://eprints.soton.ac.uk/402693/1/view.aspx_id%253D1137491
What happened next? Using deep learning to value defensive actions in football event-data,2021-08-14,Charbel Merhej,https://eprints.soton.ac.uk/449656/1/KDD_Paper.pdf
Energy-Driven Computing: Rethinking the Design of Energy Harvesting Systems,2017-05-05,Geoff V Merrett,https://eprints.soton.ac.uk/404363/1/date17-pn-merrett-doi.pdf
Energy-Driven Computing: Rethinking the Design of Energy Harvesting Systems,2017-05-05,Geoff V Merrett,https://eprints.soton.ac.uk/404363/2/date17_merrett_print.pdf
Improving Learning of Electronic Engineering Skills through e-Learning: a Case Study,2016-03-12,Geoff V. Merrett,https://eprints.soton.ac.uk/390587/1/EWME_merrett%2520FINAL.pdf
Supercapacitor leakage in energy-harvesting sensor nodes: fact or fiction?,2012-06,Geoff V. Merrett,https://eprints.soton.ac.uk/337641/1/Submitted.pdf
Design Metrics for RTL level estimation of delay variability due to intradie (random) variations,2010-08-03,Michael Merrett,https://eprints.soton.ac.uk/270876/1/VariationMetric.pdf
Formal modelling and verification of population protocols,2013-06-10,Dominique Mery,https://eprints.soton.ac.uk/350197/1/popnPcolFullPaperv5.pdf
Utilisation of health and social care services by the over 65s population. A system dynamics study,2016,Rudabeh Meskarian,https://eprints.soton.ac.uk/413265/1/SW16_Workshop_Whole_System_Modelling_Accepted_v3.pdf
Utilisation of the health and social care system by the over 65s population: a system dynamics study,2015-04-12,Rudabeh Meskarian,https://eprints.soton.ac.uk/392039/1/Meskarian%2520et%2520al%2520SW16.pdf
Live demonstration: A TiO<sub>2</sub> ReRAM parameter extraction method,2017-09-28,Ioannis Messaris,https://eprints.soton.ac.uk/428856/1/89A018D8_2595_48A0_8DF0_8B98ED16F7EE.pdf
Performance evaluation of A40N hybrid thruster using green propellants for space applications,2022,Vincenzo Messina,https://eprints.soton.ac.uk/474376/1/372_MESSINA.pdf
Augmenting pre-trained language models with audio feature embedding for argumentation mining in political debates,2023-03-17,Rafael Mestre,https://eprints.soton.ac.uk/475962/1/mestre_2023_MultimodalUSElecDeb60to16.pdf
Augmenting pre-trained language models with audio feature embedding for argumentation mining in political debates,2023-03-17,Rafael Mestre,https://eprints.soton.ac.uk/475962/2/indexcodes.txt
M-Arg: multimodal argument mining dataset for political debates with audio and transcripts,2021-11,Rafael Mestre,https://eprints.soton.ac.uk/452873/1/ArgMin_Workshop_Paper.pdf
On-chip quantum teleportation,2013,B.J. Metcalf,https://eprints.soton.ac.uk/365161/1/5830.pdf
"Towards critical event monitoring, detection and prediction
for self-adaptive future Internet applications",2011-10-28,A. Metzger,https://eprints.soton.ac.uk/355061/1/355061.pdf
Cyclist 360° Alert: Validation of an instrumented bicycle trajectory reconstruction mechanism using satellite and inertial navigation systems,2017,S Miah,https://eprints.soton.ac.uk/410629/1/ik_360_paper.pdf
Measuring cycle riding comfort in Southampton using an instrumented bicycle,2019-10-28,S. Miah,https://eprints.soton.ac.uk/432037/1/Miah_et_al_MT_ITS_2019_paper_final_accepted.pdf
Cyclist 360° Alert: development and testing of a prototype instrumented bicycle model for the prevention of cyclist accidents,2015-01,S. Miah,https://eprints.soton.ac.uk/402615/1/4-34.pdf
A novel fusion algorithm to improve localisation accuracy of an instrumented bicycle,2018,S. Miah,https://eprints.soton.ac.uk/416876/1/4_56.pdf
"Benchmarking the prediction of dynamic derivatives: wind tunnel tests, validation, acceleration methods",2010-08,B. Mialon,https://eprints.soton.ac.uk/351805/1/AIAA-2010-8244.pdf
Intermediate notation for provenance and workflow reproducibility,2016,Danius Michaelides,https://eprints.soton.ac.uk/393117/1/ProvenanceWeek_2016_paper_16.pdf
A Logic-Based Representation for Coalitional Games with Externalities,2010-05,Tomasz Michalak,https://eprints.soton.ac.uk/268490/1/EGSV_AAMAS10.pdf
Computational Analysis of Connectivity Games with Applications to the Investigation of Terrorist Networks,2013,Tomasz Michalak,https://eprints.soton.ac.uk/351020/1/terrorist-shorter_ijcai_camera_v3.pdf
Computational Analysis of Connectivity Games with Applications to the Investigation of Terrorist Networks,2013,Tomasz Michalak,https://eprints.soton.ac.uk/351020/2/__userfiles.soton.ac.uk_Users_nsc_mydesktop_351020rahwan.pdf
Computational Analysis of Connectivity Games with Applications to the Investigation of Terrorist Networks,2013,Tomasz Michalak,https://eprints.soton.ac.uk/351020/3/__userfiles.soton.ac.uk_Users_nsc_mydesktop_351020datedrahwan.pdf
A Distributed Algorithm for Anytime Coalition Structure Generation,2010-05,Tomasz Michalak,https://eprints.soton.ac.uk/268491/1/distributedIP_AAMAS10.pdf
Compressible direct numerical simulation of low-pressure turbines: part II - effect of inflow disturbances,2014-06,V. Michelassi,https://eprints.soton.ac.uk/370731/1/__soton.ac.uk_ude_PersonalFiles_Users_jec5_mydocuments_Eprints_eprint%2520pdfs_richard%2520sandberg_compressible%2520direct%2520numerical%2520simulation%2520of%2520low%2520pressure%2520turbines%2520part%2520ii%2520effect%2520of%2520inflow%2520disturbances.pdf
Energy-efficient tunable-stiffness soft robots using second moment of area actuation,2022-10-20,Leo Micklem,https://eprints.soton.ac.uk/470149/1/IROS_Tunable_Stiffness.pdf
Energy-efficient tunable-stiffness soft robots using second moment of area actuation,2022-10-20,Leo Micklem,https://eprints.soton.ac.uk/470149/2/77859_3700.pdf
"Extracting attributed verification and debunking reports
from social media: MediaEval-2015 trust and credibility
analysis of image and video",2015-09,Stuart Middleton,https://eprints.soton.ac.uk/382360/1/382360.pdf
"Extracting attributed verification and debunking reports
from social media: MediaEval-2015 trust and credibility
analysis of image and video",2015-09,Stuart Middleton,https://eprints.soton.ac.uk/382360/2/382362.pdf
Focused exploration of geospatial context on linked open data,2014-10-20,Stuart Middleton,https://eprints.soton.ac.uk/370582/1/370582.pdf
"STAIDCC20: 1st International Workshop on Socio-technical AI Systems for Defence, Cybercrime and Cybersecurity",2020-07-06,Stuart Middleton,https://eprints.soton.ac.uk/441266/1/STAIDCC20_welcome_paper_accepted.pdf
