title,date,author_for_reference,pdf_url
An interdisciplinary realist take on moral agency,2023-04-11,L Li,https://researchspace.bathspa.ac.uk/15288/4/medium.jpg
An interdisciplinary realist take on moral agency,2023-04-11,L Li,https://researchspace.bathspa.ac.uk/15288/5/small.jpg
An interdisciplinary realist take on moral agency,2023-04-11,L Li,https://researchspace.bathspa.ac.uk/15288/6/indexcodes.txt
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/1/15331.pdf
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/2/lightbox.jpg
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/3/preview.jpg
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/4/medium.jpg
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/5/small.jpg
Multisensory processing of emotional cues predicts intrusive memories after virtual reality trauma,2023-04-04,N Heffer,https://researchspace.bathspa.ac.uk/15331/6/indexcodes.txt
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/1/15318.pdf
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/2/lightbox.jpg
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/3/preview.jpg
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/4/medium.jpg
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/5/small.jpg
Impact on alcohol selection and online purchasing of changing the proportion of available non-alcoholic versus alcoholic drinks: a randomised controlled trial,2023-03-30,N Clarke,https://researchspace.bathspa.ac.uk/15318/6/indexcodes.txt
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/1/15313.pdf
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/2/lightbox.jpg
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/3/preview.jpg
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/4/medium.jpg
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/5/small.jpg
Understanding digital inequality: a theoretical kaleidoscope,2023-03-23,C Kuhn,https://researchspace.bathspa.ac.uk/15313/6/indexcodes.txt
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/1/14823.pdf
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/2/lightbox.jpg
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/3/preview.jpg
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/4/medium.jpg
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/5/small.jpg
"“Fitting in whilst standing out”: identity flexing strategies of professional British women of African, Asian, and Caribbean ethnicities.",2023-03-23,V Opara,https://researchspace.bathspa.ac.uk/14823/6/indexcodes.txt
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/1/15279.pdf
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/2/indexcodes.txt
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/3/lightbox.jpg
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/4/preview.jpg
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/5/medium.jpg
Differences in office-based personal space perception between British and Korean populations,2023-03-22,M Richardson,https://researchspace.bathspa.ac.uk/15279/6/small.jpg
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/1/15061.pdf
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/2/lightbox.jpg
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/3/preview.jpg
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/4/medium.jpg
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/5/small.jpg
Working conditions and well-being across the COVID pandemic in UK social (care) workers,2023-03-17,J.M Ravalier,https://researchspace.bathspa.ac.uk/15061/6/indexcodes.txt
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/1/14438.pdf
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/2/lightbox.jpg
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/3/preview.jpg
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/4/medium.jpg
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/5/small.jpg
Exploring possible worlds: open and participatory tools for critical data literacy and fairer data culture,2023-03-08,C Kuhn,https://researchspace.bathspa.ac.uk/14438/6/indexcodes.txt
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/1/15316.pdf
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/6/indexcodes.txt
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/7/lightbox.jpg
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/8/preview.jpg
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/9/medium.jpg
"Pleistocene environments, climate, and human activity in Britain during Marine Isotope Stage 7: insights from Oak Tree Fields, Cerney Wick, Gloucestershire",2023-03-07,J.T Hogue,https://researchspace.bathspa.ac.uk/15316/10/small.jpg
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/1/15231.pdf
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/2/lightbox.jpg
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/3/preview.jpg
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/4/medium.jpg
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/5/small.jpg
Play and listening to children's narratives,2023-03-02,S Colilles,https://researchspace.bathspa.ac.uk/15231/6/indexcodes.txt
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/1/15310.pdf
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/2/lightbox.jpg
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/3/preview.jpg
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/4/medium.jpg
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/5/small.jpg
Inclusive pedagogies,2023-03-01,S Colilles,https://researchspace.bathspa.ac.uk/15310/6/indexcodes.txt
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/1/14772.pdf
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/2/indexcodes.txt
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/3/lightbox.jpg
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/4/preview.jpg
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/5/medium.jpg
Working conditions and well-being in UK social care and social work during COVID-19,2023-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/14772/6/small.jpg
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/1/15274.pdf
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/2/lightbox.jpg
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/3/preview.jpg
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/4/medium.jpg
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/5/small.jpg
Is there a place for love in an early childhood setting?,2023-02-24,T Grimmer,https://researchspace.bathspa.ac.uk/15274/6/indexcodes.txt
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/1/RigbyDames_etal_2023.pdf
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/2/indexcodes.txt
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/3/lightbox.jpg
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/4/preview.jpg
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/5/medium.jpg
Evolutionary and genomic perspectives of brain aging and neurodegenerative diseases,2023-02-24,B.A Rigby Dames,https://researchspace.bathspa.ac.uk/15275/6/small.jpg
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/1/calvey_desousa_beaudet_eds_2023.pdf
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/6/indexcodes.txt
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/7/lightbox.jpg
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/8/preview.jpg
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/9/medium.jpg
From fossils to mind,2023-02-22,,https://researchspace.bathspa.ac.uk/15278/10/small.jpg
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/1/15202.pdf
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/2/lightbox.jpg
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/3/preview.jpg
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/4/medium.jpg
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/5/small.jpg
Sustainable positive psychology interventions enhance primary teachers’ wellbeing and beyond – a qualitative case study in England,2023-02-18,C. S-H Yeh,https://researchspace.bathspa.ac.uk/15202/6/indexcodes.txt
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/1/15271.pdf
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/6/indexcodes.txt
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/7/lightbox.jpg
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/8/preview.jpg
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/9/medium.jpg
Empirical analysis of bitcoin and major cryptocurrencies prices,2023-02-17,I Akin,https://researchspace.bathspa.ac.uk/15271/10/small.jpg
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/1/15260.pdf
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/2/lightbox.jpg
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/3/preview.jpg
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/4/medium.jpg
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/5/small.jpg
The role of sexual and romantic attraction in human mate preferences,2023-02-16,M Scheller,https://researchspace.bathspa.ac.uk/15260/6/indexcodes.txt
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/1/15276.pdf
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/2/indexcodes.txt
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/3/lightbox.jpg
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/4/preview.jpg
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/5/medium.jpg
"The effects of social density, spatial density, noise, and office views on perceived personal space in the virtual workplace",2023-02-13,C Jicol,https://researchspace.bathspa.ac.uk/15276/6/small.jpg
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/1/14863.pdf
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/2/indexcodes.txt
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/3/lightbox.jpg
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/4/preview.jpg
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/5/medium.jpg
"""I never want to lose a fight"": masculinity, machismo and high-octane action in the 'Fast & Furious' franchise",2023-02-09,R Feasey,https://researchspace.bathspa.ac.uk/14863/6/small.jpg
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/1/15197.pdf
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/2/lightbox.jpg
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/3/preview.jpg
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/4/medium.jpg
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/5/small.jpg
Educator views regarding young people’s aspirations in peripheral coastal communities in England: a Q study,2023-02-08,A Parfitt,https://researchspace.bathspa.ac.uk/15197/6/indexcodes.txt
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/1/15193.pdf
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/2/lightbox.jpg
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/3/preview.jpg
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/4/medium.jpg
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/5/small.jpg
A realist analysis of civilised tourism in China: a social structural and agential perspective,2023-02-07,L Li,https://researchspace.bathspa.ac.uk/15193/6/indexcodes.txt
Evolutionary history of hominin brain size and phylogenetic comparative methods,2023-02-06,C Pestana,https://researchspace.bathspa.ac.uk/15277/1/pii/S0079612322002059
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/1/14232.pdf
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/6/indexcodes.txt
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/7/lightbox.jpg
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/8/preview.jpg
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/9/medium.jpg
Learning ‘in the hive’: social character and student wellbeing in the age of psychometric data,2023-02-01,A Bates,https://researchspace.bathspa.ac.uk/14232/10/small.jpg
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/1/15190.pdf
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/2/lightbox.jpg
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/3/preview.jpg
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/4/medium.jpg
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/5/small.jpg
From performing gender to symbolic violence in English women’s football: “women are not supposed to be viewed in this way”,2023-02-01,B Grice,https://researchspace.bathspa.ac.uk/15190/6/indexcodes.txt
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/1/15281.pdf
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/2/lightbox.jpg
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/3/preview.jpg
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/4/medium.jpg
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/5/small.jpg
'She appears a promising child': the role of the c19th orphanage in categorising young care leavers in terms of productive labour.  A critical case study of Muller's new orphan homes' Dismissal Books 1830s-1890s,2023-02,K Brooks,https://researchspace.bathspa.ac.uk/15281/6/indexcodes.txt
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/1/14970.pdf
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/2/lightbox.jpg
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/3/preview.jpg
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/4/medium.jpg
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/5/small.jpg
Disabled people’s experiences of the Coronavirus pandemic: a call to action for social change,2023-01-17,S Read,https://researchspace.bathspa.ac.uk/14970/6/indexcodes.txt
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/1/15345.pdf
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/2/lightbox.jpg
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/3/preview.jpg
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/4/medium.jpg
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/5/small.jpg
The role of nostalgia in making for well-being,2023-01-16,M Loveday,https://researchspace.bathspa.ac.uk/15345/6/indexcodes.txt
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/1/15147.pdf
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/2/lightbox.jpg
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/3/preview.jpg
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/4/medium.jpg
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/5/small.jpg
"Fop, bounder and post-feminist father: Hugh Grant and the changing face of modern masculinity",2023-01-03,R Feasey,https://researchspace.bathspa.ac.uk/15147/6/indexcodes.txt
3D imaging of roadside and underground railway particulate matter structures,2023-01-03,D Wertheim,https://researchspace.bathspa.ac.uk/15186/1/15186.pdf
3D imaging of roadside and underground railway particulate matter structures,2023-01-03,D Wertheim,https://researchspace.bathspa.ac.uk/15186/2/lightbox.jpg
3D imaging of roadside and underground railway particulate matter structures,2023-01-03,D Wertheim,https://researchspace.bathspa.ac.uk/15186/3/preview.jpg
3D imaging of roadside and underground railway particulate matter structures,2023-01-03,D Wertheim,https://researchspace.bathspa.ac.uk/15186/4/medium.jpg
3D imaging of roadside and underground railway particulate matter structures,2023-01-03,D Wertheim,https://researchspace.bathspa.ac.uk/15186/5/small.jpg
