title,date,author_for_reference,pdf_url
Citizen meets social science: predicting volunteer involvement in a global freshwater monitoring experiment,2019-03-26,T.A August,https://researchspace.bathspa.ac.uk/11993/8/preview.jpg
Citizen meets social science: predicting volunteer involvement in a global freshwater monitoring experiment,2019-03-26,T.A August,https://researchspace.bathspa.ac.uk/11993/9/medium.jpg
Citizen meets social science: predicting volunteer involvement in a global freshwater monitoring experiment,2019-03-26,T.A August,https://researchspace.bathspa.ac.uk/11993/10/small.jpg
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/1/12019.pdf
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/6/indexcodes.txt
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/7/lightbox.jpg
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/8/preview.jpg
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/9/medium.jpg
"How citizen scientists can enrich freshwater science as contributors, collaborators, and co-creators",2019-03-22,I Thornhill,https://researchspace.bathspa.ac.uk/12019/10/small.jpg
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/1/11639.pdf
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/2/indexcodes.txt
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/3/lightbox.jpg
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/4/preview.jpg
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/5/medium.jpg
Resilience and return to work pain interventions: systematic review,2019-03-21,E Wainwright,https://researchspace.bathspa.ac.uk/11639/6/small.jpg
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/1/12947.pdf
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/2/lightbox.jpg
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/3/preview.jpg
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/4/medium.jpg
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/5/small.jpg
"Pinning down social vulnerability in Sindh Province, Pakistan: from narratives to numbers, and back again",2019-03-15,D Mustafa,https://researchspace.bathspa.ac.uk/12947/6/indexcodes.txt
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/1/11903.pdf
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/2/indexcodes.txt
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/3/lightbox.jpg
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/4/preview.jpg
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/5/medium.jpg
Cycle camping in Victorian and Edwardian Ireland,2019-03-11,B Griffin,https://researchspace.bathspa.ac.uk/11903/6/small.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/1/reasonable%20adjustments.pdf
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/2/lightbox.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/3/preview.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/4/medium.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/5/small.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/6/indexcodes.txt
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/7/11520.pdf
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/8/lightbox.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/9/preview.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/10/medium.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/11/small.jpg
Implementing reasonable adjustments for disabled people in healthcare services,2019-03-11,P Heslop,https://researchspace.bathspa.ac.uk/11520/12/indexcodes.txt
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/1/Que%20Sera.jpg
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/2/lightbox.jpg
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/3/small.jpg
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/4/preview.jpg
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/5/medium.jpg
Que Sera,2019-03-09,S Dutton,https://researchspace.bathspa.ac.uk/12698/6/small.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/1/A%20Share%20of%20a%20Future%20-%20brochure-1-2.pdf
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/2/A%20Share%20of%20a%20Future%20-%20brochure-1-2.pdf
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/11/IMG_3847.PNG
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/16/IMG_3843.JPG
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/21/IMG_3845.JPG
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/26/lightbox.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/27/preview.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/28/medium.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/29/small.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/30/lightbox.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/31/preview.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/32/medium.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/33/small.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/34/lightbox.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/35/preview.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/36/medium.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/37/small.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/38/lightbox.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/39/preview.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/40/medium.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/41/small.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/42/lightbox.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/43/preview.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/44/medium.jpg
A Share of a Future [curators],2019-03-08,S Dutton,https://researchspace.bathspa.ac.uk/12699/45/small.jpg
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/1/12048.pdf
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/6/indexcodes.txt
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/7/lightbox.jpg
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/8/preview.jpg
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/9/medium.jpg
On the politics and ambition of the ‘turn’: unpacking the relations between Future 1 and Future 3,2019-03-07,J Morgan,https://researchspace.bathspa.ac.uk/12048/10/small.jpg
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/1/11509.pdf
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/2/lightbox.jpg
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/3/preview.jpg
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/4/medium.jpg
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/5/small.jpg
Exercise and intervention: on the sociology of powerful knowledge,2019-03-01,J Hordern,https://researchspace.bathspa.ac.uk/11509/6/indexcodes.txt
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/1/13082.pdf
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/2/lightbox.jpg
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/3/preview.jpg
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/4/medium.jpg
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/5/small.jpg
An analysis of Rolf Arnold's systemic-constructivist perspective on self-directed learning,2019-03-01,T.H Morris,https://researchspace.bathspa.ac.uk/13082/6/indexcodes.txt
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/1/12349.pdf
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/2/lightbox.jpg
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/3/preview.jpg
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/4/medium.jpg
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/5/small.jpg
"Slower, squashed and six months late: Japanese videogames in the UK, 1991-2019",2019-03-01,J Newman,https://researchspace.bathspa.ac.uk/12349/6/indexcodes.txt
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/1/11373.pdf
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/6/indexcodes.txt
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/7/lightbox.jpg
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/8/preview.jpg
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/9/medium.jpg
Zero-hour contracts and stress in UK domiciliary care workers,2019-03-01,J.M Ravalier,https://researchspace.bathspa.ac.uk/11373/10/small.jpg
Silent drum (2014) & Still life parade (2015),2019-03,Y Hong,https://researchspace.bathspa.ac.uk/12772/1/yi_daegu_2019.jpg
Silent drum (2014) & Still life parade (2015),2019-03,Y Hong,https://researchspace.bathspa.ac.uk/12772/2/lightbox.jpg
Silent drum (2014) & Still life parade (2015),2019-03,Y Hong,https://researchspace.bathspa.ac.uk/12772/3/preview.jpg
Silent drum (2014) & Still life parade (2015),2019-03,Y Hong,https://researchspace.bathspa.ac.uk/12772/4/medium.jpg
Silent drum (2014) & Still life parade (2015),2019-03,Y Hong,https://researchspace.bathspa.ac.uk/12772/5/small.jpg
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/1/12483.pdf
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/2/lightbox.jpg
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/3/preview.jpg
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/4/medium.jpg
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/5/small.jpg
"Mary Dawson and Newton Park Training College: education, teacher training and expressions of citizenship in the long 1950s",2019-03,K.E James,https://researchspace.bathspa.ac.uk/12483/6/indexcodes.txt
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/1/10516.pdf
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/6/indexcodes.txt
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/7/lightbox.jpg
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/8/preview.jpg
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/9/medium.jpg
"Efficiency-centered, innovation-enabling business models of high tech SMEs: evidence from Hong Kong",2019-03,M Loon,https://researchspace.bathspa.ac.uk/10516/10/small.jpg
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/1/13342.pdf
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/6/indexcodes.txt
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/7/lightbox.jpg
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/8/preview.jpg
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/9/medium.jpg
Sterilisations at delivery or after childbirth: addressing continuing abuses in the consent process,2019-02-27,S Rowlands,https://researchspace.bathspa.ac.uk/13342/10/small.jpg
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/1/wainwright%20-%20stress%20chapter.pdf
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/2/lightbox.jpg
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/3/preview.jpg
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/4/medium.jpg
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/5/small.jpg
The problem of work stress and the need to re-imagine the bio-psycho-social model,2019-02-26,D Wainwright,https://researchspace.bathspa.ac.uk/11652/6/indexcodes.txt
Is urban gardening a source of wellbeing and just freedom? A Capability Approach based analysis from the UK and Ireland,2019-02-25,A Clavin,https://researchspace.bathspa.ac.uk/11431/1/09_IS%20URBAN%20GARDENING%20A%20SOURCE%20OF%20WELLBEING_ref.docx
Is urban gardening a source of wellbeing and just freedom? A Capability Approach based analysis from the UK and Ireland,2019-02-25,A Clavin,https://researchspace.bathspa.ac.uk/11431/2/indexcodes.txt
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/1/EJKS%2018.1%20-%20Cathcart%20and%20Winstanley-Chesters%20-%20Research%20Note.pdf
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/2/lightbox.jpg
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/3/preview.jpg
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/4/medium.jpg
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/5/small.jpg
German studies of Koreans in Manchuria: Gustav Fochler-Hauke and the influence of Karl Haushofer’s national socialist geopolitics,2019-02-24,R Winstanley-Chesters,https://researchspace.bathspa.ac.uk/12960/6/indexcodes.txt
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/1/11916.pdf
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/6/indexcodes.txt
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/7/lightbox.jpg
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/8/preview.jpg
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/9/medium.jpg
"Higher expertise, pedagogic rights and the post-truth society",2019-02-20,J Hordern,https://researchspace.bathspa.ac.uk/11916/10/small.jpg
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/1/11939.pdf
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/6/indexcodes.txt
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/7/lightbox.jpg
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/8/preview.jpg
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/9/medium.jpg
Strategic eye movements are used to support object authentication,2019-02-20,J.E Raymond,https://researchspace.bathspa.ac.uk/11939/10/small.jpg
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/1/12015.pdf
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/6/indexcodes.txt
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/7/lightbox.jpg
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/8/preview.jpg
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/9/medium.jpg
"Weaving the environmental humanities: Australian strands, configurations, and provocations",2019-02-20,K Rigby,https://researchspace.bathspa.ac.uk/12015/10/small.jpg
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/1/12042.pdf
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/2/lightbox.jpg
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/3/preview.jpg
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/4/medium.jpg
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/5/small.jpg
The botanical multiverse of Peter Barlow,2019-02-19,N Chaffey,https://researchspace.bathspa.ac.uk/12042/6/indexcodes.txt
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/1/10824.pdf
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/6/indexcodes.txt
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/7/lightbox.jpg
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/8/preview.jpg
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/9/medium.jpg
Criss-crossing the Irish Sea: shifting Traveller womens’ identities in home and school environments,2019-02-18,T Cavaliero,https://researchspace.bathspa.ac.uk/10824/10/small.jpg
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/1/Future%20Learning%20Spaces.pdf
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/6/indexcodes.txt
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/7/lightbox.jpg
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/8/preview.jpg
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/9/medium.jpg
"A mobile first approach for studio and workshop in art and
design practice and performing arts",2019-02-15,N Glen,https://researchspace.bathspa.ac.uk/12006/10/small.jpg
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/1/12002.pdf
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/6/indexcodes.txt
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/7/lightbox.jpg
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/8/preview.jpg
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/9/medium.jpg
Ethical complexities in participatory childhood research: rethinking the ‘least adult role’,2019-02-13,C Atkinson,https://researchspace.bathspa.ac.uk/12002/10/small.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/1/14736.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/2/lightbox.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/3/preview.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/4/medium.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/5/small.jpg
Dialogue: X-Body,2019-02-13,Z Xu,https://researchspace.bathspa.ac.uk/14736/6/Dialogue%20-%20X-Body%20%28Resolution%202019%29-x9RvmLckkrc.webm
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/1/11976.pdf
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/2/lightbox.jpg
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/3/preview.jpg
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/4/medium.jpg
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/5/small.jpg
"Leader’s communication style, LMX and organizational commitment: a study of employee perceptions in Peru",2019-02-12,O Brown,https://researchspace.bathspa.ac.uk/11976/6/indexcodes.txt
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/1/11967.pdf
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/2/indexcodes.txt
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/3/lightbox.jpg
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/4/preview.jpg
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/5/medium.jpg
Saving Cork City? Place attachment and conflicting framings of flood hazards,2019-02-10,J.M Jeffers,https://researchspace.bathspa.ac.uk/11967/6/small.jpg
